"","symbol","concept","contexts","types","label"
12595,"rattle","birth","generalOrUnknown","Simulation","birth"
12596,"redHair","judas","christian","AttributeSimulation","Judas"
12597,"redHair","smithGods","generalOrUnknown","AttributeSimulation","smith gods"
12598,"rome","ancientCivilization","generalOrUnknown","Simulation","ancient civilization"
12599,"rome","theRomanCatholicImperium","generalOrUnknown","Simulation","the Roman Catholic imperium"
12600,"rome","theVatican","generalOrUnknown","Simulation","the Vatican"
12601,"roof","feminineShelteringPrinciple","generalOrUnknown","Simulation","feminine sheltering principle"
12602,"roof","peepingSpot","generalOrUnknown","Simulation","peeping spot"
12603,"roof","placeOfIdolatryMourningLamentationHiding","generalOrUnknown","Simulation","place of idolatry, mourning, lamentation, hiding"
12604,"roof","stageForPreaching","generalOrUnknown","Simulation","stage for preaching"
12605,"rook","rulersOfThisWorld","generalOrUnknown","Simulation","rulers of this world"
12606,"rook","strategicThinking","heraldic","Simulation","strategic thinking"
12607,"rook","theRoc","generalOrUnknown","AssociationSimulation","the roc"
12608,"rome","pastGlory","generalOrUnknown","Simulation","past glory"
12609,"rome","mysticCenter","generalOrUnknown","Simulation","mystic center"
12610,"roof","hospitality","generalOrUnknown","Simulation","hospitality"
12611,"roof","protection","generalOrUnknown","Simulation","protection"
12612,"roof","safety","generalOrUnknown","Simulation","safety"
12613,"rook","masculinity","generalOrUnknown","AssociationSimulation","masculinity"
12614,"rook","matter","generalOrUnknown","AssociationSimulation","matter"
12615,"rook","saturnPlanet","generalOrUnknown","AssociationSimulation","Saturn (planet)"
12616,"rook","temporalPower","generalOrUnknown","Simulation","temporal power"
12617,"rook","theEarth","generalOrUnknown","AssociationSimulation","the earth"
12618,"rook","virility","generalOrUnknown","AssociationSimulation","virility"
12619,"loafOfBread","charityToThePoor","generalOrUnknown","Simulation","charity to the poor"
12620,"loafOfBread","elijah","jewish","AttributeSimulation","Elijah"
12621,"loki","trickster","norse","Simulation","trickster"
12622,"pegasus","aCloudOfFructifyingRain","grecoRoman","Simulation","a cloud of fructifying rain"
12623,"pegasus","bearerOfTheThunderboltOfZeusJupiter","grecoRoman","Simulation","bearer of the thunderbolt of Zeus/Jupiter"
12624,"pelican","anAllegoryOfChristAndHisAtonementOnTheCrossEspeciallyWhenFeedingItsYoungWithItsOwnBlood","christian","Simulation","an allegory of Christ and his atonement on the cross (especially when feeding its young with its own blood)"
12625,"pelican","christianReadinessToSacrifice","heraldic","Simulation","Christian readiness to sacrifice"
12626,"pelican","UsuallyWithWingsSpreadFilialDevotion","heraldic","Simulation","(usually with wings spread) filial devotion"
12627,"persimmon","buryMeAmidNatureSJoys","flowerLanguage","Simulation","bury me amid nature’s joys"
12628,"pegasus","creativeImagination","grecoRoman","Simulation","creative imagination"
12629,"pegasus","energyLeadingToHonor","heraldic","Simulation","energy leading to honor"
12630,"pegasus","heightenedNaturalForces","grecoRoman","Simulation","heightened natural forces"
12631,"pegasus","highflyingImagination","generalOrUnknown","Simulation","highflying imagination"
12632,"pegasus","innateCapacityForChangingEvilIntoGoodAndForSpiritualization","grecoRoman","Simulation","innate capacity for changing evil into good and for spiritualization"
12633,"pegasus","intellectAndMorality","grecoRoman","Simulation","intellect and morality"
12634,"pegasus","lowerNatureStrivingForTheHigher","grecoRoman","Simulation","lower nature striving for the higher"
12635,"pegasus","sublimatedImagination","grecoRoman","Simulation","sublimated imagination"
12636,"pegasus","theInnerTempleOfTheInnsOfCourt","heraldic","Simulation","the Inner Temple of the Inns of Court"
12637,"pegasus","thePoet","grecoRoman","Simulation","the poet"
12638,"pelican","parentalLoveAndSacrifice","generalOrUnknown","Simulation","parental love and sacrifice"
12639,"pelican","proofOfThePossibilityOfVirginBirth","generalOrUnknown","Simulation","proof of the possibility of virgin birth"
12640,"pelican","theSufferingChrist","christian","Simulation","the suffering Christ"
12641,"pentagon","heavenlyWisdom","generalOrUnknown","Simulation","heavenly wisdom"
12642,"pentagon","militaryForce","american","Simulation","military force"
12643,"pentagon","theUsMilitaryEstablishment","american","Simulation","the US military establishment"
12644,"pegasus","famePersonified","grecoRoman","Simulation","Fame personified"
12645,"pegasus","messengerOfGod","heraldic","Simulation","messenger of God"
12646,"pegasus","passageFromOnePlaneToAnother","grecoRoman","Simulation","passage from one plane to another"
12647,"pegasus","sigmaIotaAlpha","heraldic","Simulation","Sigma Iota Alpha"
12648,"pelican","penitencePersonified","generalOrUnknown","AttributeSimulation","Penitence personified"
12649,"pegasus","aSolarAnimal","grecoRoman","Simulation","a solar animal"
12650,"pegasus","fame","grecoRoman","Simulation","fame"
12651,"pegasus","inspiration","heraldic","Simulation","inspiration"
12652,"pegasus","poeticInspiration","grecoRoman","Simulation","poetic inspiration"
12653,"pelican","barbados","generalOrUnknown","Simulation","Barbados"
12654,"pelican","greed","generalOrUnknown","Simulation","greed"
12655,"pelican","gregariousness","generalOrUnknown","Simulation","gregariousness"
12656,"pelican","loneliness","generalOrUnknown","Simulation","loneliness"
12657,"pelican","louisiana","generalOrUnknown","EmblematicSimulation","Louisiana"
12658,"pelican","melancholy","generalOrUnknown","Simulation","melancholy"
12659,"pelican","piety","generalOrUnknown","Simulation","piety"
12660,"pelican","resurrection","generalOrUnknown","Simulation","resurrection"
12661,"pelican","selfSacrifice","heraldic","Simulation","self-sacrifice"
12662,"pelican","theCrucifixion","christian","Simulation","the Crucifixion"
12663,"pelican","theEucharist","christian","Simulation","the Eucharist"
12664,"penelope","devotion","greekMythology","Simulation","devotion"
12665,"penelope","faithfulness","greek","Simulation","faithfulness"
12666,"penelope","fidelity","greekMythology","Simulation","fidelity"
12667,"pentagon","divination","generalOrUnknown","Simulation","divination"
12668,"pentagon","guidance","generalOrUnknown","Simulation","guidance"
12669,"pentagon","perfection","generalOrUnknown","Simulation","perfection"
12670,"pentagon","war","american","Simulation","war"
12671,"kangaroo","australia","generalOrUnknown","EmblematicSimulation @ Simulation","Australia"
12672,"narcissus","theDeathOfYouth","greek","Simulation","the death of youth"
12673,"narcissus","selfConsciousness","greek","Simulation","self-consciousness"
12674,"narcissus","selfLove","greek","Simulation","self love"
12675,"narcissus","egotism","greek","Simulation","egotism"
12676,"narcissus","grace","greek","Simulation","grace"
12677,"narcissus","hades","greek","Simulation","Hades"
12678,"narcissus","hadesInPopularCulture","greek","Simulation","Hades in popular culture"
12679,"narcissus","introspection","greek","Simulation","introspection"
12680,"manna","saidToBeExudedFromTheTamarisk","generalOrUnknown","Simulation","said to be exuded from the tamarisk"
12681,"manna","spiritualSustenance","generalOrUnknown","Simulation","spiritual sustenance"
12682,"manna","theBreadOfLife","generalOrUnknown","Simulation","the Bread of Life"
12683,"manna","anu","sumerian","AssociationSimulation","Anu"
12684,"manna","godSWord","generalOrUnknown","Simulation","God’s word"
12685,"manna","goodness","generalOrUnknown","Simulation","goodness"
12686,"manna","poeticInspiration","generalOrUnknown","Simulation","poetic inspiration"
12687,"manna","theEucharist","generalOrUnknown","Simulation","the Eucharist"
12688,"manna","truth","generalOrUnknown","Simulation","truth"
12689,"quail","poverty","chinese @ generalOrUnknown","Simulation","poverty"
12690,"quail","pugnacity","chinese @ generalOrUnknown","Simulation","pugnacity"
12691,"tin","10thAnd18ThWeddingAnniversaries","generalOrUnknown","AssociationSimulation","10th and 18th wedding anniversaries"
12692,"tin","cheapness","generalOrUnknown","Simulation","cheapness"
12693,"theater","socialLife","generalOrUnknown","Simulation","social life"
12694,"theater","thisWorldAndTheNext","generalOrUnknown","Simulation","this world and the next"
12695,"tin","dross","generalOrUnknown","Simulation","dross"
12696,"tin","malleability","generalOrUnknown","Simulation","malleability"
12697,"uraeus","createdByIs","egyptian","Simulation","created by Is"
12698,"uraeus","powerOverLifeAndDeath","egyptian","Simulation","power over life and death"
12699,"uraeus","supremeDivineAndRoyalPowerAndWisdom","egyptian","Simulation","supreme divine and royal power and wisdom"
12700,"uraeus","theEyeOfRa","egyptian","Simulation","the eye of Ra"
12701,"work","duty","generalOrUnknown","Simulation","duty"
12702,"work","obligation","generalOrUnknown","Simulation","obligation"
12703,"work","theEndeavorOfTheSoulToAttainPerfection","generalOrUnknown","Simulation","the endeavor of the soul to attain perfection"
12704,"theater","theWorldOfPhenomena","generalOrUnknown","Simulation","the world of phenomena"
12705,"tin","changeability","generalOrUnknown","Simulation","changeability"
12706,"uraeus","motion","egyptian","Simulation","motion"
12707,"uraeus","pharaohs","egyptian","AttributeSimulation","pharaohs"
12708,"uraeus","wadjet","egyptian","Simulation","Wadjet"
12709,"work","drudgery","generalOrUnknown","Simulation","drudgery"
12710,"syrinx","panFaunus","generalOrUnknown","AttributeSimulation","Pan/Faunus"
12711,"syrinx","shepherds","generalOrUnknown","AttributeSimulation","shepherds"
12712,"tin","jupiterPlanet","generalOrUnknown","AssociationSimulation","Jupiter (planet)"
12713,"raspberry","remorse","flowerLanguage @ generalOrUnknown","Simulation","remorse"
12714,"sugar","aPalliative","generalOrUnknown","Simulation","a palliative"
12715,"sugar","aPleaForHappiness","generalOrUnknown","Simulation","a plea for happiness"
12716,"sturgeon","scholarlyExcellenceParticularlyInExaminations","chinese","Simulation","scholarly excellence, particularly in examinations"
12717,"sturgeon","literaryEminence","chinese","Simulation","literary eminence"
12718,"sunlight","directKnowledge","generalOrUnknown","Simulation","direct knowledge"
12719,"sturgeon","courage","generalOrUnknown","Simulation","courage"
12720,"sturgeon","longevity","generalOrUnknown","Simulation","longevity"
12721,"sturgeon","preservation","generalOrUnknown","Simulation","preservation"
12722,"sturgeon","sacredToAphroditeVenus","grecoRoman","Simulation","sacred to Aphrodite/Venus"
12723,"sturgeon","security","generalOrUnknown","Simulation","security"
12724,"sturgeon","wisdom","generalOrUnknown","Simulation","wisdom"
12725,"sugar","deceit","generalOrUnknown","Simulation","deceit"
12726,"sugar","flattery","generalOrUnknown","Simulation","flattery"
12727,"sugar","sweetness","generalOrUnknown","Simulation","sweetness"
12728,"tailor","aBadShotWithAWeapon","generalOrUnknown","Simulation","a bad shot with a weapon"
12729,"taoism","absenceOfEmotion","generalOrUnknown","Simulation","absence of emotion"
12730,"telescope","astrologers","generalOrUnknown","AttributeSimulation","astrologers"
12731,"telescope","astronomers","generalOrUnknown","AttributeSimulation","astronomers"
12732,"telescope","clearInsight","generalOrUnknown","Simulation","clear insight"
12733,"tailor","coward","generalOrUnknown","Simulation","coward"
12734,"tailor","imperfectHumanityOrAnIncompletePerson","generalOrUnknown","Simulation","imperfect humanity, or an incomplete person"
12735,"tailor","sexualCuriosity","generalOrUnknown","Simulation","sexual curiosity"
12736,"taoism","selflessness","generalOrUnknown","Simulation","selflessness"
12737,"telescope","oversensitivityToTheInsignificant","generalOrUnknown","Simulation","oversensitivity to the insignificant"
12738,"telescope","theAbilityToSeeIntoTheFuture","generalOrUnknown","Simulation","the ability to see into the future"
12739,"tailor","impotence","generalOrUnknown","Simulation","impotence"
12740,"tailor","theCreator","generalOrUnknown","Simulation","the creator"
12741,"tonsure","monks","christian","AttributeSimulation","monks"
12742,"torah","judaism","jewish","EmblematicSimulation","Judaism"
12743,"taoism","contemplation","generalOrUnknown","Simulation","contemplation"
12744,"taoism","simplicity","generalOrUnknown","Simulation","simplicity"
12745,"tonsure","aMonkAlthoughInTheEarlyChurch","christian","AttributeSimulation","a monk (although in the early Church"
12746,"tonsure","dedicationToDivineService","generalOrUnknown","Simulation","dedication to divine service"
12747,"tonsure","earlyPriests","christian","AttributeSimulation","early priests"
12748,"tonsure","rejectionOfTheTemporal","generalOrUnknown","Simulation","rejection of the temporal"
12749,"tonsure","reminderOfThePerfectLifeChristS","christian","Simulation","reminder of the perfect life (Christ’s)"
12750,"tonsure","renunciationOfTheGenerativeForcesOfNature","generalOrUnknown","Simulation","renunciation of the generative forces of nature"
12751,"tonsure","spiritualThoughts","generalOrUnknown","Simulation","spiritual thoughts"
12752,"tonsure","spiritualTransformation","generalOrUnknown","Simulation","spiritual transformation"
12753,"tonsure","theyWereAlsoWornBySecularClergy","christian","AttributeSimulation","they were also worn by secular clergy)"
12754,"torah","religiousDoctrine","generalOrUnknown","Simulation","religious doctrine"
12755,"tonsure","christSCrownOfThorns","christian","Simulation","Christ’s crown of thorns"
